,id,imdb_id,release_year,popularity,budget,revenue,runtime,vote_average,variable,value,profit
154032,44244,tt1252380,2010,0.6538,14678640,10824,97,5.5,Romance,1,-14667816
154036,27583,tt1234654,2010,0.642315,14678640,6153967,107,5.9,Romance,1,-8524673
154037,42888,tt1341188,2010,0.640576,120000000,48668907,121,4.9,Romance,1,-71331093
154046,34016,tt0815236,2010,0.61643,20000000,49779728,104,5.9,Romance,1,29779728
154048,46503,tt1175709,2010,0.608691,14678640,10824,101,5.9,Romance,1,-14667816
154060,35458,tt1196134,2010,0.569318,14678640,88335,136,5.6,Romance,1,-14590305
154065,43943,tt1278379,2010,0.548639,14678640,538000,89,6.0,Romance,1,-14140640
154074,38407,tt1092634,2010,0.532098,50000000,10824,105,6.0,Romance,1,-49989176
154075,60011,tt1173687,2010,0.528989,14678640,10824,106,6.7,Romance,1,-14667816
154078,35690,tt1294226,2010,0.518174,14678640,10824,107,6.8,Romance,1,-14667816
154082,45658,tt1531663,2010,0.513857,5000000,2614773,97,5.8,Romance,1,-2385227
154091,38031,tt1182350,2010,0.493121,22000000,10824,98,5.8,Romance,1,-21989176
154097,35558,tt1579247,2010,0.473513,14678640,10824,90,6.0,Romance,1,-14667816
154105,38093,tt1407061,2010,0.44737,14678640,21520719,100,6.0,Romance,1,6842079
154112,51736,tt1409004,2010,0.426522,14678640,10824,83,6.1,Romance,1,-14667816
154113,59457,tt1216520,2010,0.42419700000000005,3100000,10824,111,5.6,Romance,1,-3089176
154115,46198,tt1447793,2010,0.423512,1400000,10824,84,6.0,Romance,1,-1389176
154116,45077,tt1301990,2010,0.422828,14678640,18000,93,4.5,Romance,1,-14660640
154123,45272,tt1555064,2010,0.406941,15000000,20529194,117,5.9,Romance,1,5529194
154135,367186,tt1453159,2010,0.08289400000000001,14678640,10824,421,7.3,Romance,1,-14667816
154143,60695,tt1743360,2010,0.359543,14678640,10824,88,6.0,Romance,1,-14667816
154145,39053,tt1336617,2010,0.348945,7000000,10824,91,6.1,Romance,1,-6989176
154147,58446,tt1581835,2010,0.34663099999999997,14678640,10824,98,5.7,Romance,1,-14667816
154155,48495,tt1586740,2010,0.334115,104002432,10824,87,5.3,Romance,1,-103991608
154166,44877,tt1514041,2010,0.318587,4600000,1163967,117,5.9,Romance,1,-3436033
154175,37737,tt1198101,2010,0.30028299999999997,14678640,10824,131,5.8,Romance,1,-14667816
154178,47559,tt0790663,2010,0.287095,14678640,10824,103,5.5,Romance,1,-14667816
154182,70588,tt1174042,2010,0.289022,14678640,10824,93,6.3,Romance,1,-14667816
154196,47218,tt1481572,2010,0.269283,14678640,215576,100,6.4,Romance,1,-14463064
154198,36515,tt1340161,2010,0.26564899999999997,2500000,10824,90,5.8,Romance,1,-2489176
154225,73454,tt1661099,2010,0.230821,14678640,10824,90,5.3,Romance,1,-14667816
154235,57419,tt1634013,2010,0.222257,14678640,10824,140,7.3,Romance,1,-14667816
154236,44991,tt1174693,2010,0.219619,2000000,10824,87,5.2,Romance,1,-1989176
154238,59435,tt1212454,2010,0.218279,14678640,1279,96,4.9,Romance,1,-14677361
154248,41556,tt1403988,2010,0.385851,4500000,123820,95,4.8,Romance,1,-4376180
154261,40080,tt1600058,2010,0.196856,14678640,10824,90,5.4,Romance,1,-14667816
154274,56743,tt1575539,2010,0.175586,14678640,10824,111,6.8,Romance,1,-14667816
154280,48373,tt1274296,2010,0.17161500000000002,14678640,10824,0,7.3,Romance,1,-14667816
154284,55246,tt1341341,2010,0.168177,14678640,22270,89,5.7,Romance,1,-14656370
154285,57627,tt1859438,2010,0.16758699999999999,14678640,10824,118,7.6,Romance,1,-14667816
154298,54532,tt1533053,2010,0.147222,14678640,10824,90,6.3,Romance,1,-14667816
154303,35688,tt1391137,2010,0.140251,20000000,60072596,121,6.0,Romance,1,40072596
154311,62592,tt1666642,2010,0.129442,14678640,10824,87,5.9,Romance,1,-14667816
154317,65056,tt1319722,2010,0.067885,14678640,10824,109,5.2,Romance,1,-14667816
154320,36956,tt1403144,2010,0.30892800000000004,14678640,10824,121,4.9,Romance,1,-14667816
154322,63498,tt1235830,2010,0.10463499999999999,14678640,10824,94,6.4,Romance,1,-14667816
154325,70712,tt1684928,2010,0.097594,14678640,10824,98,6.6,Romance,1,-14667816
154327,64786,tt1906518,2010,0.021644999999999998,14678640,10824,107,7.8,Romance,1,-14667816
154331,50099,tt1578261,2010,0.090543,14678640,427628,120,6.0,Romance,1,-14251012
154340,51764,tt1426320,2010,0.068941,14678640,5980,103,5.5,Romance,1,-14672660
154343,49679,tt1396208,2010,0.028227,10000000,5000000,100,4.9,Romance,1,-5000000
154345,52060,tt1699746,2010,0.065833,14678640,10824,85,5.1,Romance,1,-14667816
154353,42950,tt1468387,2010,0.057892,14678640,10824,111,6.5,Romance,1,-14667816
154356,40777,tt1667838,2010,0.050481,14678640,10824,135,6.6,Romance,1,-14667816
154381,796,tt0139134,1999,2.069357,10500000,75902208,97,6.5,Romance,1,65402208
154384,2105,tt0163651,1999,1.825695,11000000,235483004,95,6.4,Romance,1,224483004
154385,1844,tt0137494,1999,1.820318,66000000,212404396,112,5.9,Romance,1,146404396
154387,4951,tt0147800,1999,1.769152,16000000,53478166,97,7.2,Romance,1,37478166
154406,4806,tt0163187,1999,1.03785,70000000,309457509,116,5.7,Romance,1,239457509
154407,10314,tt0160862,1999,1.0220280000000002,10000000,103166989,95,5.6,Romance,1,93166989
154411,1443,tt0159097,1999,0.9412020000000001,6000000,10409377,97,7.0,Romance,1,4409377
154425,11622,tt0124298,1999,0.744837,35000000,40263020,112,6.2,Romance,1,5263020
154443,11355,tt0151738,1999,0.614007,25000000,84565230,107,5.7,Romance,1,59565230
154447,1850,tt0125664,1999,0.581756,82000000,47434430,118,6.6,Romance,1,-34565570
154454,913,tt0155267,1999,0.508128,48000000,124305181,113,6.7,Romance,1,76305181
154455,12618,tt0156934,1999,0.5034609999999989,64000000,74608570,133,5.3,Romance,1,10608570
154463,10563,tt0144640,1999,0.45956,20000000,10824,98,5.0,Romance,1,-19989176
154465,1439,tt0166485,1999,0.450237,75000000,10824,148,6.3,Romance,1,-74989176
154469,10154,tt0130121,1999,0.416778,14678640,10824,102,5.0,Romance,1,-14667816
154471,17198,tt0165874,1999,0.40647,14678640,10824,88,6.0,Romance,1,-14667816
154478,21349,tt0149691,1999,0.382872,23000000,18653615,114,5.9,Romance,1,-4346385
154481,10210,tt0140379,1999,0.364241,11000000,10824,116,5.6,Romance,1,-10989176
154484,12220,tt0160916,1999,0.5737180000000001,50000000,58900031,95,5.9,Romance,1,8900031
154485,14429,tt0164114,1999,0.25754699999999997,8000000,17843379,91,5.9,Romance,1,9843379
154490,24137,tt0122541,1999,0.33324499999999996,14000000,18535191,97,6.4,Romance,1,4535191
154498,10908,tt0139151,1999,0.318024,15000000,10824,95,5.2,Romance,1,-14989176
154504,10279,tt0162677,1999,0.258844,14678640,10824,142,6.5,Romance,1,-14667816
154505,14709,tt0139699,1999,0.301845,14678640,10824,106,5.7,Romance,1,-14667816
154510,15556,tt0132512,1999,0.297996,14678640,10824,128,6.0,Romance,1,-14667816
154516,10219,tt0120834,1999,0.27839400000000003,14678640,10824,127,6.5,Romance,1,-14667816
154523,10390,tt0126916,1999,0.143906,50000000,10824,137,6.3,Romance,1,-49989176
154527,16158,tt0161100,1999,0.25073,6000000,25059640,106,7.6,Romance,1,19059640
154528,10399,tt0178737,1999,0.250148999999999,14678640,10824,112,6.5,Romance,1,-14667816
154529,15256,tt0137338,1999,0.246669,6000000,6852450,101,6.5,Romance,1,852450
154536,18417,tt0123209,1999,0.297398,35000000,10824,130,5.9,Romance,1,-34989176
154547,24071,tt0140397,1999,0.198477,14678640,10824,112,5.6,Romance,1,-14667816
154548,22267,tt0134154,1999,0.198126,38000000,635096,138,6.6,Romance,1,-37364904
154549,18212,tt0168987,1999,0.195796,14678640,10824,101,5.8,Romance,1,-14667816
154557,28029,tt0120613,1999,0.16786900000000002,14000000,10824,107,6.4,Romance,1,-13989176
154560,14578,tt0125971,1999,0.16333699999999898,7000000,7292175,96,5.6,Romance,1,292175
154562,5319,tt0150992,1999,0.161076,14678640,10824,188,6.6,Romance,1,-14667816
154566,14484,tt0172627,1999,0.144508,14678640,239894,106,4.6,Romance,1,-14438746
154570,17709,tt0160236,1999,0.129744,70000000,10824,77,3.5,Romance,1,-69989176
154574,1812,tt0162710,1999,0.11818699999999999,450000,2049595,89,6.5,Romance,1,1599595
154582,39964,tt0120836,1999,0.090186,1,100,95,4.8,Romance,1,99
154595,185789,tt1619856,1999,0.18171199999999998,14678640,10824,88,5.9,Romance,1,-14667816
154604,634,tt0243155,2001,2.7173990000000003,25000000,281929795,97,6.5,Romance,1,256929795
154606,676,tt0213149,2001,2.478879,140000000,449220945,183,6.6,Romance,1,309220945
154610,453,tt0268978,2001,2.169826,60000000,313542341,135,7.5,Romance,1,253542341
154611,2770,tt0252866,2001,2.116602,30000000,287553595,108,5.9,Romance,1,257553595
154612,9880,tt0247638,2001,2.061559,37000000,165335153,115,6.3,Romance,1,128335153
154613,824,tt0203009,2001,1.925281,52500000,179213434,127,7.2,Romance,1,126713434
154620,9476,tt0183790,2001,1.692141,65000000,117487473,132,6.5,Romance,1,52487473
154629,9778,tt0240890,2001,1.195555,28000000,77516304,90,6.6,Romance,1,49516304
154631,1903,tt0259711,2001,1.1318780000000002,68000000,203388341,136,6.3,Romance,1,135388341
154636,9889,tt0256380,2001,1.061903,40000000,141069860,114,5.5,Romance,1,101069860
154642,2057,tt0218922,2001,0.9454290000000001,42000000,35402320,118,5.8,Romance,1,-6597680
154643,10808,tt0240462,2001,0.913069,70000000,176104344,87,4.9,Romance,1,106104344
154646,11232,tt0035423,2001,0.883228,14678640,10824,118,5.8,Romance,1,-14667816
154647,11467,tt0265029,2001,0.878720999999999,14678640,10824,102,5.4,Romance,1,-14667816
154656,6073,tt0236493,2001,0.746989,57000000,147845033,123,5.7,Romance,1,90845033
154666,12658,tt0244970,2001,0.6649,23000000,10824,97,6.0,Romance,1,-22989176
154673,5852,tt0225071,2001,0.612923,53000000,29700000,102,5.6,Romance,1,-23300000
154675,6440,tt0120824,2001,0.605017,14678640,10824,111,6.3,Romance,1,-14667816
154680,11065,tt0184791,2001,0.56968,14678640,16017403,95,5.8,Romance,1,1338763
154681,20857,tt0180734,2001,0.5658770000000001,32000000,40222729,106,6.4,Romance,1,8222729
154683,10050,tt0192071,2001,0.560135,10000000,10824,87,5.6,Romance,1,-9989176
154684,10833,tt0125022,2001,0.555793,35000000,10824,123,5.6,Romance,1,-34989176
154689,1365,tt0285742,2001,0.522846,4000000,44909486,111,6.4,Romance,1,40909486
154690,10956,tt0245686,2001,0.521071,17700000,30987695,91,5.5,Romance,1,13287695
154694,1921,tt0230838,2001,0.49961099999999997,40000000,65754228,119,6.5,Romance,1,25754228
154696,16300,tt0231775,2001,0.49354799999999893,14678640,10824,87,4.7,Romance,1,-14667816
154697,10646,tt0246989,2001,0.493288,11000000,23430766,95,4.8,Romance,1,12430766
154699,11086,tt0268995,2001,0.472538,72000000,37317558,152,6.5,Romance,1,-34682442
154705,14752,tt0292490,2001,0.453846,2079000,4099000,183,7.3,Romance,1,2020000
154707,10878,tt0239948,2001,0.447612,22000000,19351569,90,5.2,Romance,1,-2648431
154708,2779,tt0256524,2001,0.446532,14678640,10824,103,6.1,Romance,1,-14667816
154709,11091,tt0200027,2001,0.44392299999999996,48000000,35743308,132,6.4,Romance,1,-12256692
154715,24940,tt0192111,2001,0.42129300000000003,14000000,10424470,86,5.3,Romance,1,-3575530
154716,10491,tt0157583,2001,0.41476499999999994,14678640,15705007,119,5.9,Romance,1,1026367
154719,9816,tt0206275,2001,0.405522,13000000,91038276,112,6.4,Romance,1,78038276
154728,3172,tt0219965,2001,0.381751,75000000,67631903,123,6.1,Romance,1,-7368097
154733,10691,tt0250224,2001,0.541416,13000000,16929123,99,6.6,Romance,1,3929123
154738,11845,tt0256103,2001,0.362592,14678640,10824,119,6.5,Romance,1,-14667816
154740,5764,tt0272790,2001,0.318067,14678640,10824,88,5.7,Romance,1,-14667816
154754,51532,tt0261203,2001,0.282381,14678640,10824,91,5.4,Romance,1,-14667816
154755,12660,tt0245046,2001,0.278317,14678640,741394,121,5.4,Romance,1,-13937246
154757,26602,tt0234829,2001,0.299969,34000000,19693891,108,4.8,Romance,1,-14306109
154769,50035,tt0258273,2001,0.251798,250000,4186931,91,6.3,Romance,1,3936931
154778,11889,tt0280778,2001,0.22315100000000002,14678640,10824,91,5.7,Romance,1,-14667816
154787,1722,tt0238112,2001,0.20688,57000000,62112895,131,5.6,Romance,1,5112895
154788,28308,tt0201485,2001,0.205873,14678640,10824,109,4.5,Romance,1,-14667816
154790,26014,tt0243931,2001,0.203888,14678640,10824,93,5.7,Romance,1,-14667816
154805,20309,tt0239949,2001,0.173806,25000000,10824,95,5.1,Romance,1,-24989176
154806,9683,tt0258470,2001,0.169845,14678640,10824,84,4.6,Romance,1,-14667816
154823,21997,tt0263467,2001,0.115051,14678640,10824,95,6.1,Romance,1,-14667816
154828,17612,tt0245238,2001,0.097715,14678640,10824,103,6.8,Romance,1,-14667816
154832,107548,tt0256692,2001,0.047972,14678640,10824,155,5.5,Romance,1,-14667816
154835,18828,tt0238948,2001,0.026782999999999998,14678640,10824,88,5.8,Romance,1,-14667816
154844,8966,tt1099212,2008,3.1076650000000003,37000000,392616625,122,5.8,Romance,1,355616625
154847,13523,tt1135985,2008,2.90047,19000000,18755936,109,5.9,Romance,1,-244064
154848,11631,tt0795421,2008,2.543535,52000000,609841637,108,6.2,Romance,1,557841637
154849,4922,tt0421715,2008,2.5373419999999998,150000000,333932083,166,7.2,Romance,1,183932083
154859,12405,tt1010048,2008,1.929591,15000000,377910544,120,7.5,Romance,1,362910544
154865,9029,tt1033643,2008,1.682909,35000000,170000000,99,5.8,Romance,1,135000000
154872,8328,tt1023481,2008,1.561177,23000000,150816700,98,6.4,Romance,1,127816700
154878,9870,tt0800039,2008,1.4759879999999999,30000000,105173115,111,6.3,Romance,1,75173115
154880,10201,tt1068680,2008,1.462377,70000000,225990978,104,6.3,Romance,1,155990978
154884,6557,tt0988595,2008,1.400898,30000000,160259319,111,6.1,Romance,1,130259319
154889,8390,tt0832266,2008,1.341805,14678640,55447968,112,6.5,Romance,1,40769328
154893,12163,tt1125849,2008,1.254928,6000000,44703995,109,7.0,Romance,1,38703995
154894,10202,tt0960731,2008,1.22837,80000000,212874442,99,5.8,Romance,1,132874442
154904,11887,tt0962726,2008,1.0918780000000001,14678640,10824,116,6.1,Romance,1,-14667816
154905,8055,tt0976051,2008,1.0724850000000001,32000000,10824,124,7.1,Romance,1,-31989176
154907,19173,tt1111890,2008,1.056526,14678640,10824,95,5.6,Romance,1,-14667816
154912,13401,tt0809504,2008,1.007673,14678640,22707064,90,5.2,Romance,1,8028424
154918,12182,tt0981227,2008,0.951793,9000000,32973937,89,6.4,Romance,1,23973937
154919,12193,tt0369436,2008,0.943042,80000000,163733697,88,5.3,Romance,1,83733697
154922,12620,tt0852713,2008,0.931752,25000000,70442940,97,5.6,Romance,1,45442940
154926,12177,tt0811138,2008,0.885215,62000000,41819064,87,4.5,Romance,1,-20180936
154928,5038,tt0497465,2008,0.866771,15000000,96408652,96,6.7,Romance,1,81408652
154930,12783,tt0864761,2008,0.857292,14678640,10824,110,6.6,Romance,1,-14667816
154940,21583,tt1082853,2008,0.780936,14678640,2434658,94,5.1,Romance,1,-12243982
154953,10761,tt0866439,2008,0.720175,40000000,84601681,101,5.8,Romance,1,44601681
154959,11671,tt0974554,2008,0.7023020000000001,13000000,14894347,112,6.3,Romance,1,1894347
154965,14197,tt0404254,2008,0.66791,14678640,10824,92,6.2,Romance,1,-14667816
154975,18032,tt0396707,2008,0.634256,12000000,7070330,103,5.7,Romance,1,-4929670
154981,4564,tt1000774,2008,0.6204890000000001,65000000,415252786,145,6.1,Romance,1,350252786
154990,17606,tt0974613,2008,0.593722,15000000,1143856,90,5.1,Romance,1,-13856144
154992,12165,tt1068641,2008,0.58326,20000000,10824,111,6.7,Romance,1,-19989176
154993,4148,tt0959337,2008,0.579469999999999,35000000,75225693,119,6.5,Romance,1,40225693
154997,14305,tt0424600,2008,0.5725,14678640,10824,180,6.6,Romance,1,-14667816
155000,12797,tt0995039,2008,0.555690999999999,14678640,10824,102,6.1,Romance,1,-14667816
155007,12178,tt0970468,2008,0.528292,14678640,16051363,92,6.4,Romance,1,1372723
155017,12568,tt0412536,2008,0.5052909999999989,20000000,13204291,133,6.0,Romance,1,-6795709
155020,21755,tt0844286,2008,0.49916499999999997,20000000,5530764,114,6.8,Romance,1,-14469236
155024,12912,tt0460745,2008,0.48013500000000003,14678640,240476,87,5.9,Romance,1,-14438164
155028,23966,tt0896534,2008,0.47434399999999893,14678640,10824,101,4.9,Romance,1,-14667816
155029,12689,tt0963743,2008,0.472691,1,10824,100,6.5,Romance,1,10823
155032,22419,tt0462219,2008,0.471096,6000000,10824,94,6.0,Romance,1,-5989176
155039,10362,tt1103275,2008,0.45518000000000003,12000000,3148182,110,6.5,Romance,1,-8851818
155040,13944,tt0449487,2008,0.45360200000000006,25000000,2000000,93,5.5,Romance,1,-23000000
155045,13972,tt0430770,2008,0.436406,16000000,50007546,114,4.6,Romance,1,34007546
155047,15671,tt1076252,2008,0.43180100000000005,14678640,10824,92,5.0,Romance,1,-14667816
155051,14326,tt0956038,2008,0.42287299999999994,14678640,84375061,97,5.7,Romance,1,69696421
155052,13160,tt0785007,2008,0.42165699999999995,10000000,10824,95,5.2,Romance,1,-9989176
155071,16899,tt0808244,2008,0.39420900000000003,14678640,10824,93,6.2,Romance,1,-14667816
155095,16710,tt1047494,2008,0.3487,14678640,41939392,100,6.4,Romance,1,27260752
155102,20036,tt1094198,2008,0.337577,14678640,10824,92,5.1,Romance,1,-14667816
155118,31216,tt0830570,2008,0.315842,14678640,10824,80,6.9,Romance,1,-14667816
155139,14940,tt1176251,2008,0.282915,14678640,165888,99,5.6,Romance,1,-14512752
155141,9262,tt0780534,2008,0.282246,14678640,10824,97,5.4,Romance,1,-14667816
155142,14061,tt0819714,2008,0.28216199999999997,14678640,10824,110,6.3,Romance,1,-14667816
155145,17334,tt1049405,2008,0.280443,14000000,10824,106,6.2,Romance,1,-13989176
155147,12890,tt0858479,2008,0.278543,7000000,10569964,95,5.5,Romance,1,3569964
155160,14871,tt0822868,2008,0.26418,14678640,10824,90,5.2,Romance,1,-14667816
155169,16409,tt1046947,2008,0.253956,14678640,14879423,92,5.8,Romance,1,200783
155170,13092,tt0455538,2008,0.659884,27000000,17286299,110,6.0,Romance,1,-9713701
155171,18585,tt0806165,2008,0.248871,14678640,10824,122,6.4,Romance,1,-14667816
155172,40925,tt0889595,2008,0.24644699999999997,14678640,10824,88,5.8,Romance,1,-14667816
155187,15342,tt1139800,2008,0.22710999999999998,14678640,10824,95,4.7,Romance,1,-14667816
155193,15088,tt1110626,2008,0.222071,14678640,10824,90,5.3,Romance,1,-14667816
155194,14054,tt0453548,2008,0.220417,14678640,414404,106,6.9,Romance,1,-14264236
155204,31299,tt1104083,2008,0.204746,2500000,10824,112,5.4,Romance,1,-2489176
155207,14467,tt0473367,2008,0.193779,2300000,11100000,155,6.4,Romance,1,8800000
155209,63315,tt0804492,2008,0.188351,14678640,10824,91,3.2,Romance,1,-14667816
155224,14859,tt0435679,2008,0.161881,14678640,10824,93,7.1,Romance,1,-14667816
155240,15467,tt1105733,2008,0.14765699999999898,4180000,11000000,153,5.8,Romance,1,6820000
155246,15435,tt1093352,2008,0.14241099999999898,14678640,10824,90,5.0,Romance,1,-14667816
155247,53955,tt1038142,2008,0.11308199999999999,14678640,9,109,5.1,Romance,1,-14678631
155250,43727,tt0867334,2008,0.135015,14678640,10824,121,6.3,Romance,1,-14667816
155256,53214,tt1377575,2008,0.088877,14678640,10824,12,7.5,Romance,1,-14667816
155260,22556,tt0954990,2008,0.127309999999999,15000000,317000,102,6.6,Romance,1,-14683000
155266,20529,tt1172203,2008,0.11599000000000001,14678640,10824,82,6.3,Romance,1,-14667816
155282,14847,tt0985593,2008,0.092419,14678640,10824,104,4.6,Romance,1,-14667816
155286,15705,tt0984200,2008,0.089104,10000000,10824,113,5.3,Romance,1,-9989176
155291,14758,tt0944101,2008,0.083339,14678640,10824,86,5.6,Romance,1,-14667816
155292,19375,tt0476991,2008,0.07254,14678640,119563,95,5.4,Romance,1,-14559077
155295,15450,tt1142798,2008,0.079309,14678640,10824,111,6.4,Romance,1,-14667816
155297,24475,tt1094661,2008,0.0769799999999999,14678640,10824,139,6.1,Romance,1,-14667816
155302,13808,tt0494277,2008,0.068383,14678640,10824,100,6.3,Romance,1,-14667816
155307,20113,tt1182887,2008,0.06066900000000001,14678640,10824,87,3.7,Romance,1,-14667816
155311,14582,tt1092082,2008,0.044583,14678640,10824,114,5.5,Romance,1,-14667816
155347,50646,tt1570728,2011,2.924415,50000000,142851197,118,6.9,Romance,1,92851197
155351,50546,tt1564367,2011,2.690458,80000000,214918407,117,6.3,Romance,1,134918407
155360,41630,tt1411238,2011,2.2525049999999998,25000000,147780440,108,6.1,Romance,1,122780440
155362,55721,tt1478338,2011,2.208685,32500000,288383523,125,6.5,Romance,1,255883523
155367,50619,tt1324999,2011,1.888096,110000000,712171856,117,5.8,Romance,1,602171856
155374,74643,tt1655442,2011,1.6444720000000002,15000000,133432856,100,7.2,Romance,1,118432856
155375,38317,tt1222817,2011,1.64314,80000000,169852759,102,5.4,Romance,1,89852759
155385,51828,tt1563738,2011,1.4703629999999999,15000000,59389433,107,6.9,Romance,1,44389433
155391,58232,tt1487118,2011,1.388994,8000000,1749457,96,6.2,Romance,1,-6250543
155393,59436,tt1605783,2011,1.3677270000000001,30000000,151119219,94,7.2,Romance,1,121119219
155396,57157,tt1625346,2011,1.2851059999999999,12000000,22939027,94,5.2,Romance,1,10939027
155400,38050,tt1385826,2011,1.241191,50200000,127869379,106,6.4,Romance,1,77669379
155402,60420,tt1758692,2011,1.22871,250000,3542353,90,6.4,Romance,1,3292353
155403,59861,tt1583420,2011,1.21550499999999,30000000,36160375,98,5.6,Romance,1,6160375
155412,63492,tt0770703,2011,1.120851,20000000,30426096,106,6.2,Romance,1,10426096
155427,49022,tt0491152,2011,1.055533,35000000,59901913,112,6.0,Romance,1,24901913
155429,74018,tt1814614,2011,1.052549,14678640,10824,88,6.1,Romance,1,-14667816
155434,38117,tt1152398,2011,1.029084,17000000,43165571,86,6.0,Romance,1,26165571
155438,62838,tt1598822,2011,1.011185,56000000,142044638,118,5.6,Romance,1,86044638
155459,51999,tt1439572,2011,0.8767309999999989,14678640,908000,92,6.7,Romance,1,-13770640
155464,64586,tt1588398,2011,0.851701,10000000,10824,102,5.4,Romance,1,-9989176
155465,49020,tt1440292,2011,0.8476360000000001,14678640,864659,97,7.4,Romance,1,-13813981
155479,68817,tt1068242,2011,0.785489,24000000,63543328,113,6.5,Romance,1,39543328
155480,45156,tt1440161,2011,0.780354,14678640,1296937,106,6.2,Romance,1,-13381703
155490,50725,tt0810922,2011,0.734516,19000000,6928068,97,6.3,Romance,1,-12071932
155491,75802,tt1435513,2011,0.731793,14678640,9504139,100,6.5,Romance,1,-5174501
155492,38753,tt1396221,2011,0.709051,15000000,10824,94,5.0,Romance,1,-14989176
155500,38684,tt1229822,2011,0.679469,14678640,34710627,120,6.9,Romance,1,20031987
155503,49012,tt1334512,2011,0.661177999999999,40000000,45735397,110,5.3,Romance,1,5735397
155511,80591,tt1536048,2011,0.626306,15000000,868439,119,5.8,Romance,1,-14131561
155518,47760,tt1498569,2011,0.601594,8000000,163265,91,6.3,Romance,1,-7836735
155535,58443,tt1630626,2011,0.545038,7000000,10824,113,5.2,Romance,1,-6989176
155540,55787,tt1067583,2011,0.530139,38000000,114156230,120,6.7,Romance,1,76156230
155545,59296,tt1436559,2011,0.5204300000000001,1,1378,90,5.3,Romance,1,1377
155551,76543,tt1204340,2011,0.49660200000000004,14678640,22321,93,7.1,Romance,1,-14656319
155572,50217,tt0893412,2011,0.46351000000000003,93,2500000,107,5.2,Romance,1,2499907
155585,79070,tt1683921,2011,0.43450600000000006,2500000,3358,98,5.9,Romance,1,-2496642
155586,73500,tt1381418,2011,0.431936,14678640,10824,97,5.6,Romance,1,-14667816
155587,79777,tt1714209,2011,0.43132,10000000,303877,127,6.6,Romance,1,-9696123
155593,62580,tt1473063,2011,0.42093,14678640,10824,107,6.5,Romance,1,-14667816
155600,9364,tt1181614,2011,0.41462899999999997,8000000,100915,129,5.6,Romance,1,-7899085
155606,59860,tt1067774,2011,0.410616,20000000,17425000,109,5.9,Romance,1,-2575000
155619,103516,tt1500512,2011,0.42001000000000005,14678640,10824,99,4.3,Romance,1,-14667816
155622,73770,tt1661461,2011,0.373356,14678640,10824,95,5.6,Romance,1,-14667816
155637,38543,tt1233301,2011,0.353745,25000000,10824,121,6.0,Romance,1,-24989176
155641,80038,tt1720616,2011,0.580585999999999,14678640,12186625,100,5.7,Romance,1,-2492015
155647,85431,tt1261954,2011,0.336381,14678640,10824,97,6.9,Romance,1,-14667816
155651,40161,tt1657299,2011,0.334152,14678640,10824,89,6.2,Romance,1,-14667816
155665,66945,tt1519663,2011,0.303053,14678640,10824,86,4.5,Romance,1,-14667816
155672,76115,tt2077886,2011,0.29530100000000004,14678640,10824,202,7.6,Romance,1,-14667816
155696,64678,tt1645080,2011,0.26429400000000003,14678640,1406224,83,6.4,Romance,1,-13272416
155699,81332,tt1790621,2011,0.262994,14678640,10824,96,6.2,Romance,1,-14667816
155706,93188,tt1815799,2011,0.257025,8978040,10824,139,6.6,Romance,1,-8967216
155710,66164,tt1614456,2011,0.383267,14678640,10824,90,3.5,Romance,1,-14667816
155719,79120,tt1714210,2011,0.243777,8000,469947,96,7.4,Romance,1,461947
155749,58699,tt1242599,2011,0.19528299999999998,17000,101236,106,6.7,Romance,1,84236
155755,51994,tt1700844,2011,0.187971,14678640,1126525,98,5.5,Romance,1,-13552115
155758,58253,tt1588335,2011,0.183134,14678640,10824,0,5.2,Romance,1,-14667816
155759,47320,tt1315350,2011,0.028666000000000004,14678640,10824,99,6.6,Romance,1,-14667816
155761,61348,tt1709157,2011,0.144722,14678640,10824,100,7.3,Romance,1,-14667816
155769,60170,tt1651062,2011,0.208023,14678640,10824,90,6.7,Romance,1,-14667816
155772,73565,tt1570559,2011,0.172285,14678640,10824,111,6.7,Romance,1,-14667816
155784,89008,tt1313139,2011,0.160529,14678640,366377,90,5.1,Romance,1,-14312263
155791,82685,tt1562849,2011,0.145217,14678640,10824,98,5.2,Romance,1,-14667816
155815,70585,tt1473397,2011,0.104959,14678640,10824,103,5.4,Romance,1,-14667816
155817,62796,tt1831829,2011,0.098896,20,15,83,5.9,Romance,1,-5
155823,82099,tt1807892,2011,0.097716,14678640,10824,92,6.0,Romance,1,-14667816
155826,81330,tt1967688,2011,0.3527,14678640,10824,86,5.7,Romance,1,-14667816
155835,86577,tt1613092,2011,0.073751,700000,10824,75,6.9,Romance,1,-689176
155839,65892,tt1747924,2011,0.0711929999999999,14678640,10824,73,4.7,Romance,1,-14667816
155843,66942,tt1509803,2011,0.062682,2902660,10824,93,6.0,Romance,1,-2891836
155848,105885,tt1754944,2011,0.045198,14678640,10824,0,4.6,Romance,1,-14667816
155863,145312,tt1893218,2011,0.018633,14678640,10824,90,7.4,Romance,1,-14667816
155868,94478,tt1672845,2011,0.210188,14678640,10824,80,6.6,Romance,1,-14667816
155873,87587,tt1691154,2011,0.003311,14678640,10824,83,5.9,Romance,1,-14667816
155892,7303,tt0252076,2002,1.8098830000000001,55000000,154906693,105,5.7,Romance,1,99906693
